GEOID,avg_tmax_jun,avg_tmax_jul,avg_tmax_aug,avg_tmax_sep,avg_tmax_oct,avg_rhum_jun,avg_rhum_jul,avg_rhum_aug,avg_rhum_sep,avg_rhum_oct,avg_smoke_pm_jun,avg_smoke_pm_jul,avg_smoke_pm_aug,avg_smoke_pm_sep,avg_smoke_pm_oct,avg_wnd_jun,avg_wnd_jul,avg_wnd_aug,avg_wnd_sep,avg_wnd_oct,POPULATION_2020,POP20_SQMI,EP_POV150,EP_UNEMP,EP_UNINSUR,EP_AGE65,EP_AGE17,EP_LIMENG,EP_MINRTY,RPL_THEMES,E_NOINT
06001403301,24.306666310628255,24.066125869750977,26.88225801529423,26.89000040690104,26.091936603669197,82.36666628519694,86.23548372330204,82.89354890392673,77.08333295186361,67.44516138876638,0.0,0.07408836075375143,6.817449277447111,25.938247331976903,5.446693133923313,4.18803929109426,4.051728413325091,3.5564220886497604,2.134644701368677,2.5903925277216246,1999,24987.5,57.2,15.3,2.4,22.8,14.6,47.7,85.9,0.9027,482
06001403302,23.780000114440917,23.040320796351278,25.420968209543535,26.356665992736815,25.824193154611894,80.44333381652832,85.3516131985572,83.19032262986705,78.48666610717774,69.37741913334015,0.0,0.07408836075375143,6.817449277447111,25.938247331976903,5.446693133923313,4.186061926448513,4.048045840746465,3.5541455417646497,2.139360453486305,2.5860197653757564,3220,11500.0,9.1,0.0,4.2,3.6,6.3,11.2,58.4,0.1181,45
06001403401,23.780000114440917,23.040320796351278,25.420968209543535,26.356665992736815,25.824193154611894,80.44333381652832,85.3516131985572,83.19032262986705,78.48666610717774,69.37741913334015,0.0,0.07408836075375143,6.817449277447111,25.938247331976903,5.446693133923313,4.1968613394483745,4.056397996412045,3.5616691407066323,2.142877106970808,2.596200061882772,3031,6888.6,26.5,5.0,1.8,30.9,9.0,9.1,54.0,0.6547,345
06001403501,23.610001945495604,22.653226975471743,24.314517174997636,26.50333455403646,25.617743645944902,78.28333333333333,82.82903215962071,82.11935498637538,76.76333389282226,71.81612962292087,0.0,0.09567483045216384,6.8491308805371816,25.756469064275628,5.669732847917619,4.260382132333822,4.109244013799709,3.6076814075629806,2.153669933244979,2.66093633227884,5880,22615.4,25.3,5.3,4.7,18.1,5.4,7.9,61.8,0.5555,290
06001403502,23.610001945495604,22.653226975471743,24.314517174997636,26.50333455403646,25.617743645944902,78.28333333333333,82.82903215962071,82.11935498637538,76.76333389282226,71.81612962292087,0.0,0.09171204178503291,6.843314853209141,25.789839451802695,5.628787790051034,4.250659686241401,4.104025455756445,3.601829086165439,2.144815983429495,2.6545067622840706,2148,30685.7,14.6,2.9,5.8,12.4,7.2,4.2,53.6,0.4723,112
06001403600,23.610001945495604,22.653226975471743,24.314517174997636,26.50333455403646,25.617743645944902,78.28333333333333,82.82903215962071,82.11935498637538,76.76333389282226,71.81612962292087,0.0,0.0920450865185646,6.843803649719474,25.787034903603097,5.632228936433561,4.2491274074739325,4.102701502970034,3.600695205149646,2.144694282403924,2.652870055917708,4717,31446.7,19.4,4.7,4.6,8.7,14.9,4.5,71.6,0.4589,550
06001403701,23.610001945495604,22.653226975471743,24.314517174997636,26.50333455403646,25.617743645944902,78.28333333333333,82.82903215962071,82.11935498637538,76.76333389282226,71.81612962292087,0.0,0.07408836075375143,6.817449277447111,25.938247331976903,5.446693133923313,4.247427632313651,4.10118091661203,3.5994157243088702,2.1446893657188744,2.6509913910252703,2786,39800.0,17.6,4.2,5.5,22.3,2.1,0.7,54.9,0.4448,399
06001403702,23.610001945495604,22.653226975471743,24.314517174997636,26.50333455403646,25.617743645944902,78.28333333333333,82.82903215962071,82.11935498637538,76.76333389282226,71.81612962292087,0.0,0.07554899293488154,6.819592989210529,25.925947442678464,5.461784947845722,4.250424818627946,4.103077391454901,3.601340594605619,2.1466847007411043,2.6533326814291107,2149,26862.5,18.7,3.3,1.0,14.9,7.9,4.7,45.8,0.2056,166
06001403800,23.610001945495604,22.653226975471743,24.314517174997636,26.50333455403646,25.617743645944902,78.28333333333333,82.82903215962071,82.11935498637538,76.76333389282226,71.81612962292087,0.0,0.14491872282782864,6.921404182964706,25.341789425780853,6.1785396989166195,4.246979382793828,4.100374902741056,3.5989074356234636,2.1457120980706303,2.6499962884797634,3710,14840.0,9.6,1.2,1.7,15.7,13.9,0.8,35.1,0.1393,90
06001403900,23.376668612162273,22.569355810842207,24.70161284169843,26.126669311523436,25.669355823147683,80.07333348592122,85.67419408982799,81.57741878878686,76.15,63.69999996308358,0.0,0.145010119484317,6.921538322202622,25.341019780437158,6.179484044351886,4.240956790588106,4.096649404938174,3.5950772100149595,2.1414887995349887,2.6453954897521776,3943,20752.6,7.7,4.3,2.0,17.4,12.1,0.0,39.4,0.2779,121
06001404000,23.610001945495604,22.653226975471743,24.314517174997636,26.50333455403646,25.617743645944902,78.28333333333333,82.82903215962071,82.11935498637538,76.76333389282226,71.81612962292087,0.0,0.14501011948431702,6.921538322202622,25.341019780437158,6.179484044351886,4.24459876157811,4.099569864609205,3.5976747393453326,2.1423563459998243,2.649001321776326,3049,21778.6,10.2,2.8,3.4,13.5,11.9,1.1,46.6,0.1473,141
06001404101,23.610001945495604,22.653226975471743,24.314517174997636,26.50333455403646,25.617743645944902,78.28333333333333,82.82903215962071,82.11935498637538,76.76333389282226,71.81612962292087,0.0,0.14501011948431702,6.921538322202622,25.341019780437158,6.179484044351886,4.246741362109334,4.101856636063128,3.599443203436894,2.1414290200029384,2.6518276245028303,3139,14268.2,6.8,3.0,1.4,18.5,9.9,0.0,31.7,0.1326,83
06001404102,23.610001945495604,22.653226975471743,24.314517174997636,26.50333455403646,25.617743645944902,78.28333333333333,82.82903215962071,82.11935498637538,76.76333389282226,71.81612962292087,0.0,0.14501011948431702,6.921538322202622,25.341019780437158,6.179484044351886,4.244129441826745,4.100783696580654,3.598010000584706,2.1382366380001883,2.6505010485529206,2516,27955.6,13.6,1.5,2.1,30.7,11.2,5.3,41.9,0.4933,374
06001404200,23.610001945495604,22.653226975471743,24.314517174997636,26.50333455403646,25.617743645944902,78.28333333333333,82.82903215962071,82.11935498637538,76.76333389282226,71.81612962292087,0.0,0.14501011948431702,6.921538322202622,25.341019780437158,6.179484044351886,4.245118056677169,4.10100841185293,3.5984760522948926,2.139901343859677,2.6507789219688465,3641,3467.6,5.0,8.3,1.8,18.6,22.7,1.4,35.6,0.2233,46
06001404300,23.376668612162273,22.569355810842207,24.70161284169843,26.126669311523436,25.669355823147683,80.07333348592122,85.67419408982799,81.57741878878686,76.15,63.69999996308358,0.0,0.14501011948431702,6.921538322202622,25.341019780437158,6.179484044351886,4.235437970415755,4.095238923550352,3.5924106779916576,2.132605477860327,2.643635676831463,3416,4744.4,4.9,6.4,0.3,21.1,19.1,0.7,31.3,0.1153,17
06001404400,24.039999707539877,23.92419353608162,26.94354715654927,27.18000183105469,25.720969907699093,78.09666659037272,84.36129047024635,77.33225779379568,71.41000035603841,55.30645179748535,0.0,0.14501011948431702,6.921538322202622,25.341019780437158,6.179484044351886,4.236546518133201,4.097174924495837,3.593640826031605,2.1302463195532915,2.646027630108224,5621,3513.1,4.5,1.7,0.2,16.9,21.5,1.6,35.7,0.0219,195
06001404501,24.039999707539877,23.92419353608162,26.94354715654927,27.18000183105469,25.720969907699093,78.09666659037272,84.36129047024635,77.33225779379568,71.41000035603841,55.30645179748535,0.0,0.14501011948431702,6.921538322202622,25.341019780437158,6.179484044351886,4.224400235309476,4.088527988458432,3.5854434038549887,2.124651084309093,2.6353114306255607,1771,4216.7,2.6,0.6,1.8,20.7,25.2,1.2,31.3,0.0118,55
06001404502,23.376668612162273,22.569355810842207,24.70161284169843,26.126669311523436,25.669355823147683,80.07333348592122,85.67419408982799,81.57741878878686,76.15,63.69999996308358,0.0,0.145010119484317,6.921538322202622,25.341019780437158,6.179484044351886,4.2264004918827,4.087509677541963,3.5857691573304744,2.1316561135194054,2.6340908436410406,6194,5205.0,3.1,2.4,0.8,18.7,22.7,3.7,27.5,0.0515,75
06001404600,23.963334401448567,24.072582798619425,27.13709455920804,27.213333129882812,25.67258084204889,78.51000061035157,83.49677461193454,78.27096766810263,72.86333300272624,58.96451642436366,0.0,0.13785282588274067,7.584379445542528,25.94580533051952,6.6173812524744715,4.218914007461205,4.08313898530496,3.5811237619032843,2.1257963161672255,2.628668351165327,4551,2420.7,3.9,6.8,3.5,22.0,20.0,0.5,35.1,0.1279,44
06001404700,23.963334401448567,24.072582798619425,27.13709455920804,27.213333129882812,25.67258084204889,78.51000061035157,83.49677461193454,78.27096766810263,72.86333300272624,58.96451642436366,0.0,0.144799092338237,6.941081668940847,25.358851404473963,6.192395097502781,4.214176811491202,4.077896393274106,3.5771500323556005,2.128232113676162,2.622238915895434,1982,4308.7,2.3,4.6,1.9,22.4,17.7,1.8,30.7,0.0107,47
06001404800,23.376668612162273,22.569355810842207,24.70161284169843,26.126669311523436,25.669355823147683,80.07333348592122,85.67419408982799,81.57741878878686,76.15,63.69999996308358,0.0,0.14385579936252052,7.028440580069606,25.438558901883578,6.250107604981433,4.222712480815828,4.083256789480843,3.582600444105114,2.1339980781009427,2.628871887829972,2757,11487.5,9.2,6.0,1.4,18.0,18.7,5.5,47.3,0.2896,168
06001404900,23.376668612162273,22.569355810842207,24.70161284169843,26.126669311523436,25.669355823147683,80.07333348592122,85.67419408982799,81.57741878878686,76.15,63.69999996308358,0.0,0.14487529651504427,6.934024355804077,25.35241221285287,6.18773277706034,4.226444797091614,4.0850042076735,3.584734333113678,2.1380158400860845,2.631046242810072,4458,11430.8,8.5,1.9,4.0,20.2,17.3,2.6,42.5,0.1734,147
06001405000,23.376668612162273,22.569355810842207,24.70161284169843,26.126669311523436,25.669355823147683,80.07333348592122,85.67419408982799,81.57741878878686,76.15,63.69999996308358,0.0,0.14501011948431702,6.921538322202622,25.341019780437158,6.179484044351886,4.230918324504935,4.088082483337897,3.5877057708668922,2.1403758044774093,2.6348424649874556,3313,10687.1,6.3,6.3,0.4,19.7,18.7,2.9,42.5,0.1868,118
06001405100,23.376668612162273,22.569355810842207,24.70161284169843,26.126669311523436,25.669355823147683,80.07333348592122,85.67419408982799,81.57741878878686,76.15,63.69999996308358,0.0,0.14501011948431702,6.921538322202622,25.341019780437158,6.179484044351886,4.233923239824835,4.090762432304058,3.589959978548571,2.1404227595987884,2.6381387465396338,4363,8904.1,4.1,1.0,0.3,19.5,23.5,0.0,39.4,0.0019,58
06001405200,23.376668612162273,22.569355810842207,24.70161284169843,26.126669311523436,25.669355823147683,80.07333348592122,85.67419408982799,81.57741878878686,76.15,63.69999996308358,0.0,0.10653977606860011,6.865076929123369,25.66497605868382,5.781993648164722,4.236155754795868,4.092761314259684,3.5916385993765267,2.140435459174431,2.640599868650548,4839,14663.6,14.5,3.8,3.7,15.6,15.5,7.2,64.8,0.3524,286
06001405402,23.376668612162273,22.569355810842207,24.70161284169843,26.126669311523436,25.669355823147683,80.07333348592122,85.67419408982799,81.57741878878686,76.15,63.69999996308358,0.0,0.07408836075375141,6.817449277447111,25.938247331976903,5.446693133923313,4.242565027312262,4.09666814109677,3.5956883710949596,2.1450786504310426,2.6454247435538227,3171,28827.3,32.1,7.3,5.2,9.1,18.1,22.5,81.3,0.7666,494
06001405600,23.610001945495604,22.653226975471743,24.314517174997636,26.50333455403646,25.617743645944902,78.28333333333333,82.82903215962071,82.11935498637538,76.76333389282226,71.81612962292087,0.0,0.1112532591467249,6.871994720783572,25.625284121986837,5.830695169643209,4.247109273160758,4.099583671313573,3.5986221054960423,2.148009329667179,2.649021065110504,3224,18964.7,23.5,7.0,9.5,9.1,12.0,10.0,79.1,0.6519,207
06001405700,23.610001945495604,22.653226975471743,24.314517174997636,26.50333455403646,25.617743645944902,78.28333333333333,82.82903215962071,82.11935498637538,76.76333389282226,71.81612962292087,0.0,0.14486023790518235,6.921318346969663,25.342281923538653,6.177935410183805,4.248969668738106,4.10051028718529,3.5997106215750057,2.1498873425374225,2.6501636152775383,3423,16300.0,23.2,5.2,8.9,8.2,13.2,15.1,83.2,0.56,121
06001405800,23.610001945495604,22.653226975471743,24.314517174997636,26.50333455403646,25.617743645944902,78.28333333333333,82.82903215962071,82.11935498637538,76.76333389282226,71.81612962292087,0.0,0.09216321479999835,6.831269097201,25.724062024468743,5.638638648261931,4.2464446001670675,4.0984416151080225,3.5978907670629643,2.1493926797291376,2.647614895077352,4320,21600.0,30.5,7.6,16.1,11.0,18.0,25.1,87.0,0.6998,340
06001405901,23.626665560404458,22.53709577745007,24.437096441945723,26.25333455403646,25.549999606224798,77.47333348592123,83.1483868014428,82.32258101432554,80.3566665649414,73.6741938437185,0.0,0.10690966877692402,6.528564066541215,24.6321772407334,5.747051136254583,4.244816169638465,4.096876303750169,3.5966197936950732,2.149658152599743,2.6456884073630667,4279,25170.6,35.3,9.7,7.1,8.6,24.9,26.2,98.5,0.9756,597
06001405902,23.376668612162273,22.569355810842207,24.70161284169843,26.126669311523436,25.669355823147683,80.07333348592122,85.67419408982799,81.57741878878686,76.15,63.69999996308358,0.0,0.07408836075375143,6.817449277447111,25.938247331976903,5.446693133923313,4.242969166428696,4.096124518939981,3.5956105562236016,2.1473679490919215,2.6447593285237487,3181,16742.1,30.9,12.2,8.7,10.9,18.9,28.7,87.6,0.8264,542
06001406000,23.376668612162273,22.569355810842207,24.70161284169843,26.126669311523436,25.669355823147683,80.07333348592122,85.67419408982799,81.57741878878686,76.15,63.69999996308358,0.0,0.09783612779616363,6.608427178579273,24.993243913892083,5.664016339435152,4.239559732072268,4.093950418794429,3.593415981605366,2.145133165813575,2.6420783234190086,5223,6369.5,36.1,10.7,5.7,16.0,16.6,21.5,83.5,0.8609,626
06001406100,23.376668612162273,22.569355810842207,24.70161284169843,26.126669311523436,25.669355823147683,80.07333348592122,85.67419408982799,81.57741878878686,76.15,63.69999996308358,0.0,0.19034518157282185,5.794184873181003,21.31199793120225,6.510595475473713,4.23563131315859,4.090788867150297,3.590611581272896,2.1442134602978946,2.6381868807585547,5887,8291.5,27.6,6.5,13.8,10.8,17.0,23.5,85.4,0.7813,1293
06001406201,23.166669019063313,22.333869380335653,24.54999868331417,26.066666666666666,25.3500001968876,78.21666704813639,83.26129027335874,82.53225781840663,78.13666636149088,71.74838736749464,0.0,0.19034518157282185,5.794184873181003,21.31199793120225,6.510595475473713,4.23772442405566,4.091794386275942,3.5918195248683804,2.1464161898237992,2.63943115815726,5019,31368.8,34.5,5.2,11.2,6.8,27.9,19.0,96.2,0.9196,959
06001406202,23.166669019063313,22.333869380335653,24.54999868331417,26.066666666666666,25.3500001968876,78.21666704813639,83.26129027335874,82.53225781840663,78.13666636149088,71.74838736749464,0.0,0.19034518157282185,5.794184873181003,21.31199793120225,6.510595475473713,4.239515938460639,4.092359797675683,3.5927288975100695,2.1490504015095477,2.640134918575198,4769,31793.3,43.6,2.4,20.2,14.4,25.3,25.5,90.7,0.9885,806
06001406300,23.166669019063313,22.333869380335653,24.54999868331417,26.066666666666666,25.3500001968876,78.21666704813639,83.26129027335874,82.53225781840663,78.13666636149088,71.74838736749464,0.0,0.1427715096376145,7.936856825447139,25.478023442091988,7.133298172352463,4.2421545150639215,4.094656398705184,3.59468589466361,2.1492322815343634,2.6429573414161225,3989,20994.7,40.5,7.6,5.5,12.0,25.3,16.7,90.8,0.9565,776
06001406400,23.626665560404458,22.53709577745007,24.437096441945723,26.25333455403646,25.549999606224798,77.47333348592123,83.1483868014428,82.32258101432554,80.3566665649414,73.6741938437185,0.0,0.13370228870228795,7.968763107901914,26.296522382460008,6.871319227455536,4.247061738549181,4.097763134949875,3.597835203267522,2.152516841648354,2.646782973002271,2211,10050.0,33.9,3.5,3.0,24.8,23.0,13.1,73.5,0.8378,221
